Node Name,label,MCL Cluster,MCL Cluster Size,Node Component Identifier,Node Degree,Node In Degree,Node Multiplicity,Node Out Degree
0,SLC29A4,Cluster 4769,1,Component 1,0,0,1,0
1,PRR14,Cluster 208,7,Component 2,15,0,1,15
2,SLC24A5,Cluster 365,5,Component 2,1,0,1,1
3,KIR3DS1,Cluster 551,4,Component 2,4,0,1,4
4,PTEN,Cluster 145,9,Component 2,38,0,1,38
5,VSIG4,Cluster 8,37,Component 2,35,0,1,35
6,SLC5A2,Cluster 4768,1,Component 3,0,0,1,0
7,MAP2K5,Cluster 1516,2,Component 2,8,0,1,8
8,ERI3,Cluster 364,5,Component 2,3,0,1,3
9,PSMB7,Cluster 550,4,Component 2,14,0,1,14
10,SIGMAR1,Cluster 28,26,Component 2,11,0,1,11
11,BIRC5,Cluster 1,96,Component 2,70,0,1,70
12,ASIC4,Cluster 4767,1,Component 4,0,0,1,0
13,SPO11,Cluster 4766,1,Component 5,0,0,1,0
14,ATAD3A,Cluster 549,4,Component 2,3,0,1,3
15,HCK,Cluster 91,12,Component 2,34,0,1,34
16,RBM4,Cluster 4765,1,Component 6,0,0,1,0
17,ACTA1,Cluster 74,14,Component 2,8,0,1,8
18,TMEM167B,Cluster 264,6,Component 2,3,0,1,3
19,PDGFB,Cluster 881,3,Component 2,2,0,1,2
20,ZNF324,Cluster 880,3,Component 2,2,0,1,2
21,DNAH7,Cluster 4764,1,Component 7,0,0,1,0
22,PANX3,Cluster 879,3,Component 2,2,0,1,2
23,CMTM2,Cluster 18,30,Component 2,12,0,1,12
24,PIR,Cluster 56,17,Component 2,5,0,1,5
25,PRAP1,Cluster 4763,1,Component 8,0,0,1,0
26,IKBKG,Cluster 22,29,Component 2,17,0,1,17
27,LAD1,Cluster 878,3,Component 9,1,0,1,1
28,FAM120B,Cluster 68,15,Component 2,4,0,1,4
29,IFNGR2,Cluster 207,7,Component 2,5,0,1,5
30,PLSCR1,Cluster 3,64,Component 2,47,0,1,47
31,SRGN,Cluster 4762,1,Component 2,32,0,1,32
32,ELOVL5,Cluster 4761,1,Component 10,0,0,1,0
33,FHL2,Cluster 363,5,Component 2,2,0,1,2
34,HAPLN1,Cluster 263,6,Component 2,1,0,1,1
35,DHRS11,Cluster 4760,1,Component 11,0,0,1,0
36,PRSS58,Cluster 4759,1,Component 12,0,0,1,0
37,MAGEA11,Cluster 144,9,Component 2,4,0,1,4
38,ITGA11,Cluster 4758,1,Component 13,0,0,1,0
39,GNPDA2,Cluster 4757,1,Component 14,0,0,1,0
40,CUL4B,Cluster 877,3,Component 2,16,0,1,16
41,ARHGAP4,Cluster 27,26,Component 2,4,0,1,4
42,SPOUT1,Cluster 13,33,Component 2,13,0,1,13
43,ALS2CL,Cluster 4756,1,Component 15,0,0,1,0
44,SEMA3G,Cluster 4755,1,Component 16,0,0,1,0
45,ANKRD23,Cluster 4754,1,Component 17,0,0,1,0
46,TMED5,Cluster 1515,2,Component 2,9,0,1,9
47,CLHC1,Cluster 4753,1,Component 18,0,0,1,0
48,CCDC65,Cluster 1514,2,Component 19,1,0,1,1
49,HLA-DQB2,Cluster 206,7,Component 2,7,0,1,7
50,ADRM1,Cluster 35,24,Component 2,8,0,1,8
51,MON1B,Cluster 172,8,Component 2,17,0,1,17
52,PCMTD2,Cluster 35,24,Component 2,3,0,1,3
53,MPC1L,Cluster 1513,2,Component 2,1,0,1,1
54,ARG1,Cluster 1512,2,Component 2,4,0,1,4
55,POF1B,Cluster 4752,1,Component 20,0,0,1,0
56,CCNT2,Cluster 362,5,Component 2,10,0,1,10
57,ANAPC2,Cluster 876,3,Component 2,12,0,1,12
58,ROBO3,Cluster 4751,1,Component 21,0,0,1,0
59,HPX,Cluster 4750,1,Component 22,0,0,1,0
60,NOL12,Cluster 21,29,Component 2,6,0,1,6
61,ARFIP2,Cluster 548,4,Component 2,5,0,1,5
62,ABHD1,Cluster 4749,1,Component 23,0,0,1,0
63,SEC14L2,Cluster 4748,1,Component 24,0,0,1,0
64,SLC39A7,Cluster 361,5,Component 2,14,0,1,14
65,SLC3A1,Cluster 1511,2,Component 25,1,0,1,1
66,NCR2,Cluster 4747,1,Component 26,0,0,1,0
67,OXT,Cluster 547,4,Component 2,8,0,1,8
68,SLC13A3,Cluster 4746,1,Component 27,0,0,1,0
69,COPS4,Cluster 4745,1,Component 2,8,0,1,8
70,EMC3,Cluster 875,3,Component 2,4,0,1,4
71,NETO2,Cluster 4744,1,Component 28,0,0,1,0
72,ABTB1,Cluster 4743,1,Component 29,0,0,1,0
73,SENP7,Cluster 362,5,Component 2,5,1,1,4
74,LPAR1,Cluster 4742,1,Component 30,0,0,1,0
75,WDR35,Cluster 4741,1,Component 31,0,0,1,0
76,APLP2,Cluster 874,3,Component 2,6,0,1,6
77,EIF2B2,Cluster 360,5,Component 2,15,0,1,15
78,LRGUK,Cluster 4740,1,Component 32,0,0,1,0
79,ENO1,Cluster 262,6,Component 2,11,0,1,11
80,FZD2,Cluster 4739,1,Component 33,0,0,1,0
81,FHL3,Cluster 122,10,Component 2,1,0,1,1
82,LLPH,Cluster 53,18,Component 2,1,0,1,1
83,SLC25A20,Cluster 359,5,Component 2,4,0,1,4
84,HR,Cluster 4738,1,Component 34,0,0,1,0
85,EXTL2,Cluster 4737,1,Component 35,0,0,1,0
86,SLC6A7,Cluster 4736,1,Component 36,0,0,1,0
87,EPRS1,Cluster 31,25,Component 2,17,0,1,17
88,CAPS2,Cluster 4735,1,Component 37,0,0,1,0
89,ASPHD1,Cluster 1510,2,Component 38,1,0,1,1
90,H4C7,Cluster 4734,1,Component 39,0,0,1,0
91,PTP4A2,Cluster 546,4,Component 2,2,0,1,2
92,PLEK2,Cluster 358,5,Component 2,1,0,1,1
93,IGFBP1,Cluster 4733,1,Component 40,0,0,1,0
94,OXLD1,Cluster 42,21,Component 2,12,0,1,12
95,HTR4,Cluster 4732,1,Component 41,0,0,1,0
96,MAPRE1,Cluster 357,5,Component 2,10,0,1,10
97,KRT9,Cluster 4731,1,Component 42,0,0,1,0
98,MAP4,Cluster 873,3,Component 2,3,0,1,3
99,GNAT2,Cluster 4730,1,Component 43,0,0,1,0
100,TCP11L2,Cluster 4729,1,Component 44,0,0,1,0
101,KIRREL3,Cluster 4728,1,Component 45,0,0,1,0
102,EPM2A,Cluster 4727,1,Component 46,0,0,1,0
103,BTD,Cluster 4726,1,Component 47,0,0,1,0
104,PRELID2,Cluster 4725,1,Component 48,0,0,1,0
105,SLC17A9,Cluster 4724,1,Component 49,0,0,1,0
106,SMS,Cluster 205,7,Component 2,5,0,1,5
107,COG7,Cluster 52,18,Component 2,6,0,1,6
108,PKN3,Cluster 4723,1,Component 50,0,0,1,0
109,LSG1,Cluster 121,10,Component 2,11,0,1,11
110,TMEM120A,Cluster 545,4,Component 2,2,0,1,2
111,OTUD5,Cluster 34,24,Component 2,4,0,1,4
112,IL13RA1,Cluster 544,4,Component 2,3,0,1,3
113,AURKA,Cluster 1,96,Component 2,57,1,1,56
114,SLIT1,Cluster 1509,2,Component 51,1,0,1,1
115,GAD1,Cluster 872,3,Component 52,2,0,1,2
116,G3BP2,Cluster 204,7,Component 2,13,0,1,13
117,SLC38A4,Cluster 4722,1,Component 53,0,0,1,0
118,RPAP1,Cluster 120,10,Component 2,3,0,1,3
119,NCOA4,Cluster 871,3,Component 2,1,0,1,1
120,MET,Cluster 1508,2,Component 2,2,0,1,2
121,TYMP,Cluster 1507,2,Component 2,13,0,1,13
122,POLE3,Cluster 203,7,Component 2,10,0,1,10
123,ACAD10,Cluster 4721,1,Component 54,0,0,1,0
124,PUS7L,Cluster 543,4,Component 2,1,0,1,1
125,ZNF2,Cluster 4720,1,Component 55,0,0,1,0
126,KRT15,Cluster 171,8,Component 2,4,0,1,4
127,RAD23A,Cluster 1506,2,Component 2,14,0,1,14
128,PEG10,Cluster 870,3,Component 56,1,0,1,1
129,CHPF2,Cluster 202,7,Component 2,5,0,1,5
130,PLA2G2F,Cluster 4719,1,Component 57,0,0,1,0
131,ITGAD,Cluster 4718,1,Component 58,0,0,1,0
132,EPOP,Cluster 1505,2,Component 59,1,0,1,1
133,IPO5,Cluster 40,22,Component 2,16,0,1,16
134,SIL1,Cluster 356,5,Component 2,5,0,1,5
135,TLCD3B,Cluster 4717,1,Component 60,0,0,1,0
136,LGALS7,Cluster 4716,1,Component 61,0,0,1,0
137,DERL3,Cluster 26,26,Component 2,15,0,1,15
138,SS18,Cluster 1504,2,Component 2,11,0,1,11
139,VDR,Cluster 355,5,Component 2,2,0,1,2
140,ENPP2,Cluster 869,3,Component 2,1,0,1,1
141,KMT5A,Cluster 542,4,Component 2,2,0,1,2
142,DCDC2C,Cluster 4715,1,Component 62,0,0,1,0
143,CCDC113,Cluster 1503,2,Component 63,1,0,1,1
144,DNAAF5,Cluster 83,13,Component 2,10,0,1,10
145,ARHGEF38,Cluster 4714,1,Component 64,0,0,1,0
146,KIR2DL2,Cluster 551,4,Component 2,5,1,1,4
147,ECSIT,Cluster 261,6,Component 2,22,1,1,21
148,KCNQ1,Cluster 1502,2,Component 65,1,0,1,1
149,RAB4B,Cluster 4713,1,Component 66,0,0,1,0
150,RAB6A,Cluster 1501,2,Component 2,3,0,1,3
151,C20orf203,Cluster 4712,1,Component 67,0,0,1,0
152,DICER1,Cluster 541,4,Component 2,7,0,1,7
153,VAT1,Cluster 4711,1,Component 68,0,0,1,0
154,SH2D2A,Cluster 2,70,Component 2,7,0,1,7
155,ALX1,Cluster 4710,1,Component 69,0,0,1,0
156,TXN,Cluster 4709,1,Component 2,12,1,1,11
157,PERM1,Cluster 4708,1,Component 70,0,0,1,0
158,HINT2,Cluster 28,26,Component 2,6,0,1,6
159,ATP6V1E1,Cluster 21,29,Component 2,12,0,1,12
160,ZNF460,Cluster 4707,1,Component 71,0,0,1,0
161,OFD1,Cluster 64,16,Component 2,7,0,1,7
162,CCT7,Cluster 4706,1,Component 2,8,0,1,8
163,UPF2,Cluster 63,16,Component 2,17,0,1,17
164,MARCKSL1,Cluster 1500,2,Component 2,4,0,1,4
165,BAZ2B,Cluster 354,5,Component 2,6,1,1,5
166,TBCE,Cluster 31,25,Component 2,19,1,1,18
167,ARFGAP2,Cluster 260,6,Component 2,5,0,1,5
168,PDE4D,Cluster 4705,1,Component 72,0,0,1,0
169,IFI44,Cluster 3,64,Component 2,56,1,1,55
170,ADIRF,Cluster 119,10,Component 2,1,0,1,1
171,FBXL6,Cluster 33,24,Component 2,10,1,1,9
172,EPHB6,Cluster 4704,1,Component 73,0,0,1,0
173,CFAP298-TCP10L,Cluster 1499,2,Component 2,1,0,1,1
174,SLC50A1,Cluster 12,34,Component 2,1,0,1,1
175,SPOCK2,Cluster 2,70,Component 2,8,0,1,8
176,BCO1,Cluster 868,3,Component 74,2,0,1,2
177,CHRNA5,Cluster 4703,1,Component 75,0,0,1,0
178,LRRC26,Cluster 4702,1,Component 76,0,0,1,0
179,FREM3,Cluster 4701,1,Component 77,0,0,1,0
180,LIPF,Cluster 4700,1,Component 78,0,0,1,0
181,IL17C,Cluster 4699,1,Component 79,0,0,1,0
182,KANK1,Cluster 4698,1,Component 80,0,0,1,0
183,PRUNE1,Cluster 259,6,Component 2,19,0,1,19
184,CDIP1,Cluster 540,4,Component 2,2,0,1,2
185,DPP3,Cluster 108,11,Component 2,8,0,1,8
186,BORA,Cluster 40,22,Component 2,7,0,1,7
187,KRT80,Cluster 4697,1,Component 81,0,0,1,0
188,CAPG,Cluster 82,13,Component 2,5,0,1,5
189,ART1,Cluster 4696,1,Component 82,0,0,1,0
190,PNPLA8,Cluster 867,3,Component 2,2,0,1,2
191,ACOX1,Cluster 539,4,Component 2,1,0,1,1
192,MC1R,Cluster 4695,1,Component 83,0,0,1,0
193,SGCG,Cluster 4694,1,Component 84,0,0,1,0
194,SNX3,Cluster 49,19,Component 2,15,0,1,15
195,HOOK1,Cluster 4693,1,Component 85,0,0,1,0
196,CCDC8,Cluster 4692,1,Component 86,0,0,1,0
197,HSPB7,Cluster 1498,2,Component 2,1,0,1,1
198,NUP58,Cluster 17,30,Component 2,12,0,1,12
199,KHDC4,Cluster 143,9,Component 2,20,0,1,20
200,MGAT4C,Cluster 4691,1,Component 87,0,0,1,0
201,SNRPD2,Cluster 4,61,Component 2,33,0,1,33
202,MAGEA6,Cluster 144,9,Component 2,7,1,1,6
203,KNL1,Cluster 1,96,Component 2,30,0,1,30
204,ATG3,Cluster 1497,2,Component 2,5,0,1,5
205,ZNF639,Cluster 201,7,Component 2,2,0,1,2
206,MED23,Cluster 353,5,Component 2,17,0,1,17
207,SMC6,Cluster 352,5,Component 2,2,0,1,2
208,WNK4,Cluster 4690,1,Component 88,0,0,1,0
209,JUN,Cluster 7,39,Component 2,26,0,1,26
210,RBMS3,Cluster 4689,1,Component 89,0,0,1,0
211,STOML3,Cluster 4688,1,Component 90,0,0,1,0
212,TSFM,Cluster 538,4,Component 2,4,0,1,4
213,SECTM1,Cluster 11,34,Component 2,9,1,1,8
214,KLK15,Cluster 4687,1,Component 91,0,0,1,0
215,MTREX,Cluster 351,5,Component 2,13,0,1,13
216,C4orf19,Cluster 4686,1,Component 92,0,0,1,0
217,CALHM2,Cluster 4685,1,Component 93,0,0,1,0
218,INAVA,Cluster 878,3,Component 9,2,1,1,1
219,MRC1,Cluster 869,3,Component 2,15,2,1,13
220,SERPINA9,Cluster 4684,1,Component 94,0,0,1,0
221,SIK2,Cluster 1496,2,Component 2,1,0,1,1
222,SLC17A7,Cluster 4683,1,Component 95,0,0,1,0
223,IRF7,Cluster 3,64,Component 2,53,3,1,50
224,CES3,Cluster 4682,1,Component 96,0,0,1,0
225,HMG20B,Cluster 1495,2,Component 2,5,0,1,5
226,SNX7,Cluster 4681,1,Component 97,0,0,1,0
227,GCNT1,Cluster 107,11,Component 2,2,0,1,2
228,TXLNG,Cluster 64,16,Component 2,11,0,1,11
229,KBTBD2,Cluster 4680,1,Component 98,0,0,1,0
230,SGCA,Cluster 870,3,Component 56,1,0,1,1
231,FCGR3A,Cluster 866,3,Component 2,1,0,1,1
232,SLC9A7,Cluster 1494,2,Component 99,1,0,1,1
233,KPNA4,Cluster 537,4,Component 2,3,0,1,3
234,FGD3,Cluster 4679,1,Component 100,0,0,1,0
235,GHRHR,Cluster 1493,2,Component 101,1,0,1,1
236,TK1,Cluster 44,20,Component 2,56,1,1,55
237,EHD2,Cluster 865,3,Component 102,1,0,1,1
238,MAPK1,Cluster 536,4,Component 2,14,0,1,14
239,MCM3,Cluster 1492,2,Component 2,24,0,1,24
240,TAF4,Cluster 35,24,Component 2,6,0,1,6
241,ABHD3,Cluster 4678,1,Component 103,0,0,1,0
242,CUTA,Cluster 67,15,Component 2,4,0,1,4
243,NAA50,Cluster 200,7,Component 2,9,2,1,7
244,KLRG1,Cluster 2,70,Component 2,10,0,1,10
245,CCN3,Cluster 4677,1,Component 104,0,0,1,0
246,CPNE6,Cluster 4676,1,Component 105,0,0,1,0
247,CPNE1,Cluster 81,13,Component 2,13,0,1,13
248,GPR4,Cluster 106,11,Component 2,3,0,1,3
249,ADA2,Cluster 90,12,Component 2,6,0,1,6
250,EREG,Cluster 864,3,Component 2,1,0,1,1
251,NEK1,Cluster 199,7,Component 2,1,0,1,1
252,MAML1,Cluster 258,6,Component 2,8,0,1,8
253,SOHLH1,Cluster 4675,1,Component 106,0,0,1,0
254,TSPYL1,Cluster 535,4,Component 2,5,0,1,5
255,CCDC9,Cluster 4674,1,Component 107,0,0,1,0
256,ASB6,Cluster 13,33,Component 2,9,1,1,8
257,SEC11C,Cluster 534,4,Component 2,4,0,1,4
258,NUDT11,Cluster 533,4,Component 2,1,0,1,1
259,CD79B,Cluster 10,36,Component 2,9,0,1,9
260,PERP,Cluster 118,10,Component 2,3,0,1,3
261,MICU3,Cluster 1491,2,Component 2,1,0,1,1
262,SULT1E1,Cluster 4673,1,Component 108,0,0,1,0
263,SALL4,Cluster 1490,2,Component 109,1,0,1,1
264,NUCKS1,Cluster 170,8,Component 2,5,0,1,5
265,LYRM4,Cluster 863,3,Component 2,9,1,1,8
266,RPS11,Cluster 80,13,Component 2,10,1,1,9
267,SUN2,Cluster 4672,1,Component 110,0,0,1,0
268,RANGRF,Cluster 6,45,Component 2,12,0,1,12
269,APOA1,Cluster 862,3,Component 2,5,0,1,5
270,EHD4,Cluster 4671,1,Component 111,0,0,1,0
271,MACIR,Cluster 4670,1,Component 112,0,0,1,0
272,SLC35B3,Cluster 4669,1,Component 113,0,0,1,0
273,HNF4G,Cluster 1489,2,Component 2,3,0,1,3
274,POGLUT1,Cluster 532,4,Component 2,2,0,1,2
275,SERPINE2,Cluster 4668,1,Component 114,0,0,1,0
276,PDCD1LG2,Cluster 861,3,Component 2,3,0,1,3
277,MKKS,Cluster 20,29,Component 2,24,0,1,24
278,PTMS,Cluster 1488,2,Component 2,1,0,1,1
279,CEP57L1,Cluster 43,20,Component 2,1,0,1,1
280,GPATCH8,Cluster 118,10,Component 2,3,0,1,3
281,MAGEA10,Cluster 144,9,Component 2,4,2,1,2
282,HES1,Cluster 1487,2,Component 2,4,0,1,4
283,SLC25A32,Cluster 5,52,Component 2,23,0,1,23
284,HOXA3,Cluster 105,11,Component 2,7,0,1,7
285,CDC40,Cluster 49,19,Component 2,27,2,1,25
286,MANEA,Cluster 49,19,Component 2,6,1,1,5
287,SDF4,Cluster 531,4,Component 2,12,0,1,12
288,FURIN,Cluster 4667,1,Component 115,0,0,1,0
289,CHUK,Cluster 1486,2,Component 2,13,0,1,13
290,TMEM59,Cluster 1485,2,Component 2,7,0,1,7
291,NOL7,Cluster 257,6,Component 2,6,0,1,6
292,RIPK1,Cluster 1484,2,Component 2,1,0,1,1
293,MYH13,Cluster 4666,1,Component 116,0,0,1,0
294,CRH,Cluster 350,5,Component 2,2,0,1,2
295,AFM,Cluster 530,4,Component 2,2,0,1,2
296,DNTTIP2,Cluster 860,3,Component 2,16,1,1,15
297,PIGL,Cluster 256,6,Component 2,2,0,1,2
298,PADI3,Cluster 4665,1,Component 117,0,0,1,0
299,SLC41A1,Cluster 859,3,Component 118,2,0,1,2
300,UROS,Cluster 198,7,Component 2,3,0,1,3
301,SIRT7,Cluster 42,21,Component 2,8,1,1,7
302,OMG,Cluster 4664,1,Component 119,0,0,1,0
303,MRPL42,Cluster 255,6,Component 2,12,0,1,12
304,ZBTB5,Cluster 28,26,Component 2,10,0,1,10
305,VAMP4,Cluster 197,7,Component 2,8,0,1,8
306,INTS7,Cluster 31,25,Component 2,11,1,1,10
307,PENK,Cluster 26,26,Component 2,1,0,1,1
308,SERTAD4,Cluster 4663,1,Component 120,0,0,1,0
309,KANSL3,Cluster 4662,1,Component 121,0,0,1,0
310,LRFN4,Cluster 4661,1,Component 122,0,0,1,0
311,FLT3LG,Cluster 529,4,Component 2,5,0,1,5
312,SPRR3,Cluster 171,8,Component 2,6,0,1,6
313,TTC8,Cluster 858,3,Component 2,2,0,1,2
314,C12orf56,Cluster 4660,1,Component 123,0,0,1,0
315,TMEM109,Cluster 857,3,Component 2,1,0,1,1
316,CTSL,Cluster 8,37,Component 2,19,0,1,19
317,THAP3,Cluster 528,4,Component 2,2,0,1,2
318,CNIH4,Cluster 31,25,Component 2,5,1,1,4
319,VIM,Cluster 82,13,Component 2,5,0,1,5
320,DHRS7B,Cluster 1483,2,Component 2,1,0,1,1
321,SLC5A12,Cluster 4659,1,Component 124,0,0,1,0
322,TFPI,Cluster 856,3,Component 2,1,0,1,1
323,KPNA1,Cluster 200,7,Component 2,13,1,1,12
324,REXO2,Cluster 62,16,Component 2,13,0,1,13
325,PRAMEF11,Cluster 4658,1,Component 125,0,0,1,0
326,NHERF4,Cluster 4657,1,Component 126,0,0,1,0
327,FARSB,Cluster 254,6,Component 2,4,0,1,4
328,TMEM30A,Cluster 855,3,Component 2,8,0,1,8
329,TRAF3IP3,Cluster 2,70,Component 2,25,0,1,25
330,MSRB1,Cluster 1482,2,Component 2,1,0,1,1
331,ANTXR1,Cluster 117,10,Component 2,2,0,1,2
332,TCOF1,Cluster 854,3,Component 2,10,0,1,10
333,CYP17A1,Cluster 116,10,Component 2,2,0,1,2
334,SLC25A6,Cluster 4,61,Component 2,40,1,1,39
335,AGXT2,Cluster 4656,1,Component 127,0,0,1,0
336,COMMD4,Cluster 142,9,Component 2,7,0,1,7
337,CDV3,Cluster 357,5,Component 2,1,1,1,0
338,NUB1,Cluster 1481,2,Component 2,2,0,1,2
339,EIF1AX,Cluster 64,16,Component 2,17,2,1,15
340,PHF13,Cluster 1480,2,Component 2,2,0,1,2
341,NTF4,Cluster 1479,2,Component 128,2,0,1,2
342,BIN2,Cluster 853,3,Component 2,6,1,1,5
343,SOX15,Cluster 4655,1,Component 129,0,0,1,0
344,KIF26B,Cluster 117,10,Component 2,1,0,1,1
345,STYXL1,Cluster 169,8,Component 2,8,0,1,8
346,CFHR3,Cluster 1478,2,Component 130,1,0,1,1
347,ENSG00000285446,Cluster 1477,2,Component 131,1,0,1,1
348,NR5A1,Cluster 4654,1,Component 2,7,0,1,7
349,HNRNPAB,Cluster 349,5,Component 2,6,0,1,6
350,CD163,Cluster 8,37,Component 2,40,3,1,37
